1, 87.7, 3
2, 92.8, 1
3, 87.5, 1
4, 80.0, 3
5, 91.5, 2
6, 62.6, 1
7, 74.4, 2
8, 79.9, 2
9, 55.1, 3
10, 78.2, 1
11, 88.2, 2
12, 81.7, 3
13, 74.5, 2
14, 104.1, 1
15, 60.8, 1
16, 79.8, 2
17, 87.1, 3
18, 91.2, 3
19, 85.4, 2
20, 86.0, 3
21, 75.0, 1
22, 71.8, 3
23, 87.2, 1
24, 77.6, 2
25, 86.5, 1
26, 77.5, 3
27, 81.9, 2
28, 89.7, 1
29, 81.9, 3
30, 69.0, 2
